Source,Type,Name,Versions,Sample,Related,Unit,Meaning
STATUS,counter,Com_xa_commit,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,statements,
STATUS,counter,Com_xa_end,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,statements,
STATUS,counter,Com_xa_prepare,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,statements,
STATUS,counter,Com_xa_recover,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,statements,
STATUS,counter,Com_xa_rollback,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,statements,
STATUS,counter,Com_xa_start,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,statements,
STATUS,counter,Connection_errors_accept,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of errors that occurred during calls to accept() on the listening port.
STATUS,counter,Connection_errors_internal,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,"The number of connections refused due to internal errors in the server, such as failure to start a new thread or an out-of-memory condition."
STATUS,counter,Connection_errors_max_connections,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,max_connections,connections,The number of connections refused because the server max_connections limit was reached.
STATUS,counter,Connection_errors_peer_address,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of errors that occurred while searching for connecting client IP addresses.
STATUS,counter,Connection_errors_select,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of errors that occurred during calls to OS select() or poll() on the listening port. (Failure of this operation does not necessarily means a client connection was rejected.)
STATUS,counter,Connection_errors_tcpwrap,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of connections refused by the libwrap library.
STATUS,counter,Connections,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,16954086,,connections,The number of connection attempts (successful or not) to the MySQL server.
STATUS,counter,Cpu_time,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Created_tmp_disk_tables,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,17516120,Created_tmp_tables,ops,The number of internal on-disk temporary tables created by the server while executing statements.
STATUS,counter,Created_tmp_files,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,26058,,ops,How many temporary files mysqld has created.
STATUS,counter,Created_tmp_tables,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,29919378,Created_tmp_disk_tables,ops,The number of internal temporary tables created by the server while executing statements.
STATUS,counter,Delayed_errors,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Deprecated.  This status variable is deprecated (because DELAYED inserts are not supported)
STATUS,counter,Delayed_insert_threads,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Deprecated.  This status variable is deprecated (because DELAYED inserts are not supported)
STATUS,counter,Delayed_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Deprecated.  This status variable is deprecated (because DELAYED inserts are not supported)
STATUS,counter,Delete_scan,10.1;10.2;10.3;10.4;10.5;10.6,1285265,,statements,Number of DELETEs that required a full table scan
STATUS,counter,Empty_queries,10.1;10.2;10.3;10.4;10.5;10.6,1351616078,,statements, Number of queries returning no results. Note this is not the same as Com_empty_query
STATUS,counter,Error_log_expired_events,8,0,,ops,The number of events discarded from the Performance Schema error_log table to make room for new events.
STATUS,counter,Executed_events,10.1;10.2;10.3;10.4;10.5;10.6,0,,,Number of times events created with CREATE EVENT have executed.
STATUS,counter,Executed_triggers,10.1;10.2;10.3;10.4;10.5;10.6,1,,, Number of times triggers created with CREATE TRIGGER have executed
STATUS,counter,Feature_application_time_periods,10.4;10.5;10.6,0,,ops,Number of times a table created with periods has been opened
STATUS,counter,Feature_check_constraint,10.2;10.3;10.4;10.5;10.6,1608,,ops,Number of times constraints were checked. The global value can be flushed by FLUSH STATUS
STATUS,counter,Feature_custom_aggregate_functions,10.3;10.4;10.5;10.6,0,,statements,Number of queries which make use of custom aggregate functions
STATUS,counter,Feature_delay_key_write,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Feature_dynamic_columns,10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of times the COLUMN_CREATE() function was used
STATUS,counter,Feature_fulltext,10.1;10.2;10.3;10.4;10.5;10.6,100194,,statements,Number of times the MATCH … AGAINST() function was used
STATUS,counter,Feature_gis,10.1;10.2;10.3;10.4;10.5;10.6,3093,,ops,Number of times a table with a any of the geometry columns was opened
STATUS,counter,Feature_insert_returning,10.5;10.6,0,,,
STATUS,counter,Feature_invisible_columns,10.3;10.4;10.5;10.6,0,,columns,Number of invisible columns in all opened tables.
STATUS,counter,Feature_json,10.3;10.4;10.5;10.6,0,,ops,"Number of times JSON functionality has been used, such as one of the JSON functions. Does not include the CONNECT engine JSON type, or EXPLAIN/ANALYZE FORMAT=JSON"
STATUS,counter,Feature_locale,10.1;10.2;10.3;10.4;10.5;10.6,13140,,lc_messages,Number of times the @@lc_messages variable was assigned into.
STATUS,counter,Feature_subquery,10.1;10.2;10.3;10.4;10.5;10.6,84032241,,ops,Number of subqueries (excluding subqueries in the FROM clause) used
STATUS,counter,Feature_system_versioning,10.3;10.4;10.5;10.6,0,,tables,Number of times a table WITH SYSTEM VERSIONING has been opened.
STATUS,counter,Feature_timezone,10.1;10.2;10.3;10.4;10.5;10.6,468599,,ops,Number of times an explicit timezone (excluding UTC and SYSTEM) was specified
STATUS,counter,Feature_trigger,10.1;10.2;10.3;10.4;10.5;10.6,1410,,ops,Number of triggers loaded
STATUS,counter,Feature_window_functions,10.2;10.3;10.4;10.5;10.6,200,,ops,Number of times window functions were used.
STATUS,counter,Feature_xml,10.1;10.2;10.3;10.4;10.5;10.6,99,,ops,Number of times XML functions (EXTRACTVALUE() and UPDATEXML()) were used
STATUS,counter,Flush_commands,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4,1,,ops,"The number of times the server flushes tables, whether because a user executed a FLUSH TABLES statement or due to internal server operation. It is also incremented by receipt of a COM_REFRESH packet. This is in contrast to Com_flush, which indicates how many FLUSH statements have been executed, whether FLUSH TABLES, FLUSH LOGS, and so forth."
STATUS,counter,Handler_commit,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,195815212,,ops,The number of internal COMMIT statements.
STATUS,counter,Handler_delete,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,7086348,,ops,The number of times that rows have been deleted from tables.
STATUS,counter,Handler_discover,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,3266,,ops,Discovery is when the server asks the NDBCLUSTER storage engine if it knows about a table with a given name. Handler_discover indicates the number of times that tables have been discovered in this way
STATUS,counter,Handler_external_lock,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,"The server increments this variable for each call to its external_lock() function, which generally occurs at the beginning and end of access to a table instance. There might be differences among storage engines. This variable can be used, for example, to discover for a statement that accesses a partitioned table how many partitions were pruned before locking occurred: Check how much the counter increased for the statement, subtract 2 (2 calls for the table itself), then divide by 2 to get the number of partitions locked."
STATUS,counter,Handler_icp_attempts,10.1;10.2;10.3;10.4;10.5;10.6,2905391557,Handler_icp_match,ops,"Number of times pushed index condition was checked. (""Using index condition"" in EXPLAIN). The smaller the ratio of Handler_icp_attempts to Handler_icp_match the better the filtering. See Index Condition Pushdown"
STATUS,counter,Handler_icp_match,10.1;10.2;10.3;10.4;10.5;10.6,2887932624,,ops,Number of times pushed index condition was matched. The smaller the ratio of Handler_icp_attempts to Handler_icp_match the better the filtering
STATUS,counter,Handler_mrr_init,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,"Counts how many multi-range read (MRR) scans were performed (""Rowid-ordered scan"" in EXPLAIN)."
STATUS,counter,Handler_mrr_key_refills,10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of times MRR key buffer was refilled (not counting the initial fill). A non-zero value indicates there wasn't enough memory to do key sort-and-sweep passes in one go
STATUS,counter,Handler_mrr_rowid_refills,10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of times MRR rowid buffer was refilled (not counting the initial fill). A non-zero value indicates there wasn't enough memory to do rowid sort-and-sweep passes in one go
STATUS,counter,Handler_prepare,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of two-phase commit prepares
STATUS,counter,Handler_read_first,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,6529736,,rows,Number of requests to read the first row from an index. A high value indicates many full index scans
STATUS,counter,Handler_read_key,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,9161422188,,rows,"Number of row read requests based on an index value. A high value indicates indexes are regularly being used, which is usually positive"
STATUS,counter,Handler_read_last,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,274525,,rows,"Number of requests to read the last key in an index. With ORDER BY, the server issues a first-key request followed by several next-key requests, whereas with ORDER BY DESC, the server issues a last-key request followed by several previous-key requests."
STATUS,counter,Handler_read_next,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,16707591509,,rows,The number of requests to read the next row in key order. This value is incremented if you are querying an index column with a range constraint or if you are doing an index scan.
STATUS,counter,Handler_read_prev,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1152888760,,rows,The number of requests to read the previous row in key order. This read method is mainly used to optimize ORDER BY ... DESC.
STATUS,counter,Handler_read_retry,10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,Number of read retrys triggered by semi_consistent_read (InnoDB feature)
STATUS,counter,Handler_read_rnd,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2407608259,,rows,The number of requests to read a row based on a fixed position. This value is high if you are doing a lot of queries that require sorting of the result. You probably have a lot of queries that require MySQL to scan entire tables or you have joins that do not use keys properly.
STATUS,counter,Handler_read_rnd_deleted,10.1;10.2;10.3;10.4;10.5;10.6,20767661,,rows,Number of requests to delete a row based on its position
STATUS,counter,Handler_read_rnd_next,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,60656732671,,rows,The number of requests to read the next row in the data file. This value is high if you are doing a lot of table scans. Generally this suggests that your tables are not properly indexed or that your queries are not written to take advantage of the indexes you have.
STATUS,counter,Handler_rollback,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,14341,,ops,The number of requests for a storage engine to perform a rollback operation
STATUS,counter,Handler_savepoint,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,11554,,ops,The number of requests for a storage engine to place a savepoint
STATUS,counter,Handler_savepoint_rollback,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,52858,,ops,The number of requests for a storage engine to roll back to a savepoint
STATUS,counter,Handler_tmp_delete,10.3;10.4;10.5;10.6,0,,rows,Number of requests to delete a row in a temporary table
STATUS,counter,Handler_tmp_update,10.1;10.2;10.3;10.4;10.5;10.6,71232822,,rows,Number of requests to update a row to a temporary table
STATUS,counter,Handler_tmp_write,10.1;10.2;10.3;10.4;10.5;10.6,3281586951,,rows,Number of requests to write a row to a temporary table
STATUS,counter,Handler_update,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,31126127,,rows,Number of requests to update a row in a non-temporary table
STATUS,counter,Handler_write,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,22063659,,rows,Number of requests to insert a row in a non-temporary table
STATUS,counter,Innodb_adaptive_hash_hash_searches,10.5;10.6,0,,rows,Hash searches
STATUS,counter,Innodb_adaptive_hash_non_hash_searches,10.5;10.6,16339,,rows,Non-hash searches
STATUS,counter,Innodb_background_log_sync,5.7;10.1;10.5;10.6,3165521,,ops,number of times the InnoDB source thread has written and flushed the redo log
STATUS,counter,Innodb_buffer_pool_pages_LRU_flushed,5.7,0,Innodb_buffer_pool_pages_lru_flushed,pages,"Number of buffer pool pages which have been flushed from the LRU list, i.e., too old pages which had to be flushed in order to make buffer pool room to read in new data pages"
STATUS,counter,Innodb_buffer_pool_pages_lru_flushed,10.1;10.5;10.6,0,,pages,"Number of buffer pool pages which have been flushed from the LRU list, i.e., too old pages which had to be flushed in order to make buffer pool room to read in new data pages"
STATUS,counter,Innodb_buffer_pool_pages_flushed,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,5249384,,pages,The number of requests to flush pages from the InnoDB buffer pool
STATUS,counter,Innodb_buffer_pool_pages_lru_freed,10.6,0,,pages,"Monitor the number of pages that were freed by a buffer pool LRU eviction scan, without flushing"
STATUS,counter,Innodb_buffer_pool_pages_made_not_young,5.7;10.1;10.5;10.6,8144736790,,pages,The total number of pages not made young in the buffer pool LRU list (pages that have remained in the “old” sublist without being made young).
STATUS,counter,Innodb_buffer_pool_pages_made_young,5.7;10.1;10.5;10.6,3551109772,,pages,The total number of pages made young in the buffer pool LRU list (moved to the head of sublist of “new” pages).
STATUS,counter,Innodb_buffer_pool_read_ahead,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,35318,,pages,The number of pages read into the InnoDB buffer pool by the read-ahead background thread.
STATUS,counter,Innodb_buffer_pool_read_ahead_evicted,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,pages,The number of pages read into the InnoDB buffer pool by the read-ahead background thread that were subsequently evicted without having been accessed by queries
STATUS,counter,Innodb_buffer_pool_read_ahead_rnd,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of “random” read-aheads initiated by InnoDB. This happens when a query scans a large portion of a table but in random order
STATUS,counter,Innodb_buffer_pool_read_requests,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,42042020752,,ops,The number of logical read requests.
STATUS,counter,Innodb_buffer_pool_reads,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,305146,,ops,"The number of logical reads that InnoDB could not satisfy from the buffer pool, and had to read directly from disk"
STATUS,counter,Innodb_buffer_pool_wait_free,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,innodb_buffer_pool_size,events,"Normally, writes to the InnoDB buffer pool happen in the background. When InnoDB needs to read or create a page and no clean pages are available, InnoDB flushes some dirty pages first and waits for that operation to finish. This counter counts instances of these waits. If innodb_buffer_pool_size has been set properly, this value should be small"
STATUS,counter,Innodb_buffer_pool_write_requests,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,213673621,,ops,The number of writes done to the InnoDB buffer pool
STATUS,counter,Innodb_buffered_aio_submitted,5.7;10.1;10.5,54883227,,ops,The number of submitted buffered asynchronous I/O requests. 
STATUS,counter,Innodb_data_fsyncs,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,18448850,innodb_flush_method,ops,The number of fsync() operations so far. The frequency of fsync() calls is influenced by the setting of the innodb_flush_method configuration option. Counts the number of fdatasync() operations if innodb_use_fdatasync is enabled.
STATUS,counter,Innodb_data_read,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,5545380352,,bytes,The amount of data read since the server was started (in bytes)
STATUS,counter,Innodb_data_reads,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,366459,,ops,The total number of data reads (OS file reads)
STATUS,counter,Innodb_data_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,22016384,,ops,The total number of data writes
STATUS,counter,Innodb_data_written,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,223000000000,,bytes,"The amount of data written so far, in bytes."
STATUS,counter,Innodb_dblwr_pages_written,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,5249253,,pages,The number of pages that have been written to the doublewrite buffer. 
STATUS,counter,Innodb_dblwr_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,575723,,ops,The number of doublewrite operations that have been performed
STATUS,counter,Innodb_deadlocks,10.1;10.5;10.6,0,,,
STATUS,counter,Innodb_defragment_compression_failures,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_defragment_count,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_defragment_failures,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_key_rotation_list_length,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_n_merge_blocks_decrypted,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_n_merge_blocks_encrypted,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_n_rowlog_blocks_decrypted,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_n_rowlog_blocks_encrypted,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_n_temp_blocks_decrypted,10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_n_temp_blocks_encrypted,10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_num_key_requests,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_redo_key_version,5.7,0,,,
STATUS,counter,Innodb_encryption_rotation_estimated_iops,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_rotation_pages_flushed,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_rotation_pages_modified,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_rotation_pages_read_from_cache,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_encryption_rotation_pages_read_from_disk,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_ibuf_discarded_delete_marks,10.1;10.5;10.6,0,,,
STATUS,counter,Innodb_ibuf_discarded_deletes,10.1;10.5;10.6,0,,,
STATUS,counter,Innodb_ibuf_discarded_inserts,10.1;10.5;10.6,0,,,
STATUS,counter,Innodb_ibuf_merged_delete_marks,10.1;10.5;10.6,32022,,,
STATUS,counter,Innodb_ibuf_merged_deletes,10.1;10.5;10.6,20797,,,
STATUS,counter,Innodb_ibuf_merged_inserts,10.1;10.5;10.6,44785,,,
STATUS,counter,Innodb_ibuf_merges,10.1;10.5;10.6,29619,,,
STATUS,counter,Innodb_instant_alter_column,10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_log_waits,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of times that the log buffer was too small and a wait was required for it to be flushed before continuing
STATUS,counter,Innodb_log_write_requests,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,73174551,,ops,The number of write requests for the InnoDB redo log.
STATUS,counter,Innodb_log_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,16153265,,ops,The number of physical writes to the InnoDB redo log file.
STATUS,counter,Innodb_master_thread_active_loops,5.7;10.1;10.5;10.6,3165467,,,
STATUS,counter,Innodb_master_thread_idle_loops,5.7;10.1;10.5;10.6,54,,,
STATUS,counter,Innodb_mutex_os_waits,10.1,361887,,,
STATUS,counter,Innodb_mutex_spin_rounds,10.1,47117155,,,
STATUS,counter,Innodb_mutex_spin_waits,10.1,108747101,,,
STATUS,counter,Innodb_num_index_pages_written,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_non_index_pages_written,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_open_files,5.6;5.7;8.0;10.2;10.3;10.4;10.5;10.6,2499,,,
STATUS,counter,Innodb_num_page_compressed_trim_op,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_page_compressed_trim_op_saved,10.1,0,,,
STATUS,counter,Innodb_num_pages_decrypted,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_pages_encrypted,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_pages_page_compressed,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_pages_page_compression_error,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_num_pages_page_decompressed,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_os_log_fsyncs,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,16173454,,ops,The number of fsync() writes done to the InnoDB redo log files
STATUS,counter,Innodb_os_log_pending_fsyncs,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_os_log_pending_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_os_log_written,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,54532993536,,bytes,The number of bytes written to the InnoDB redo log files.
STATUS,counter,Innodb_pages_created,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,270878,,pages,The number of pages created by operations on InnoDB tables
STATUS,counter,Innodb_pages_read,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,342285,,pages,The number of pages read from the InnoDB buffer pool by operations on InnoDB tables.
STATUS,counter,Innodb_pages_written,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,5249384,,pages,The number of pages written by operations on InnoDB tables
STATUS,counter,Innodb_row_lock_time,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,161880,,milliseconds,"The total time spent in acquiring row locks for InnoDB tables, in milliseconds"
STATUS,counter,Innodb_row_lock_waits,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,6615,,ops,The number of times operations on InnoDB tables had to wait for a row lock
STATUS,counter,Innodb_rows_deleted,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2642588,,rows,The number of rows deleted from InnoDB tables
STATUS,counter,Innodb_rows_inserted,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,5171589,,rows,The number of rows inserted into InnoDB tables
STATUS,counter,Innodb_rows_read,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,29105474168,,rows,The number of rows red from InnoDB tables
STATUS,counter,Innodb_rows_updated,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,12478371,,rows,The number of rows updated in InnoDB tables
STATUS,counter,Innodb_s_lock_spin_rounds,10.1,18852686,,,
STATUS,counter,Innodb_s_lock_spin_waits,10.1,2569879,,,
STATUS,counter,Innodb_sampled_pages_skipped,8,0,,,
STATUS,counter,Innodb_secondary_index_triggered_cluster_reads,5.7;10.1;10.2;10.3;10.4;10.5;10.6,6298595315,,,
STATUS,counter,Innodb_secondary_index_triggered_cluster_reads_avoided,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Innodb_system_rows_deleted,8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,The number of rows deleted from InnoDB tables belonging to system-created schemas
STATUS,counter,Innodb_system_rows_inserted,8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,The number of rows inserted into InnoDB tables belonging to system-created schemas.
STATUS,counter,Innodb_system_rows_read,8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,The number of rows read from InnoDB tables belonging to system-created schemas
STATUS,counter,Innodb_system_rows_updated,8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,The number of rows updated InnoDB tables belonging to system-created schemas
STATUS,counter,Innodb_truncated_status_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of times output from the SHOW ENGINE INNODB STATUS statement has been truncated
STATUS,counter,Innodb_undo_tablespaces_active,8,2,,tablespaces,The number of active undo tablespaces. Includes both implicit (InnoDB-created) and explicit (user-created) undo tablespaces. For information about undo tablespaces
STATUS,counter,Innodb_undo_tablespaces_explicit,8,0,,tablespaces,The number of user-created undo tablespaces
STATUS,counter,Innodb_undo_tablespaces_implicit,8,2,,tablespaces,The number of undo tablespaces created by InnoDB. Two default undo tablespaces are created by InnoDB when the MySQL instance is initialized
STATUS,counter,Innodb_undo_tablespaces_total,8,2,,tablespaces,"The total number of undo tablespaces. Includes both implicit (InnoDB-created) and explicit (user-created) undo tablespaces, active and inactive"
STATUS,counter,Innodb_undo_truncations,10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Key_read_requests,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,20049314598,,MyISAM blocks,The number of requests to read a key block from the MyISAM key cache
STATUS,counter,Key_reads,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,40342451,key_buffer_size,MyISAM blocks,"The number of physical reads of a key block from disk into the MyISAM key cache. If Key_reads is large, then your key_buffer_size value is probably too small. The cache miss rate can be calculated as Key_reads/Key_read_requests"
STATUS,counter,Key_write_requests,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,46818875,,MyISAM blocks,The number of requests to write a key block to the MyISAM key cache
STATUS,counter,Key_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,32102843,,MyISAM blocks,The number of physical writes of a key block from the MyISAM key cache to disk
STATUS,counter,Locked_connects,5.7;8.0,0,,,
STATUS,counter,Master_gtid_wait_count,10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of attempts to connect to locked user accounts.
STATUS,counter,Master_gtid_wait_time,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Master_gtid_wait_timeouts,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Max_execution_time_exceeded,5.7;8.0,0,,statements,The number of SELECT statements for which the execution timeout was exceeded
STATUS,counter,Max_execution_time_set,5.7;8.0,331,max_execution_time,statements,"The number of SELECT statements for which a nonzero execution timeout was set. This includes statements that include a nonzero MAX_EXECUTION_TIME optimizer hint, and statements that include no such hint but execute while the timeout indicated by the max_execution_time system variable is nonzero"
STATUS,counter,Max_execution_time_set_failed,5.7;8.0,0,,,The number of SELECT statements for which the attempt to set an execution timeout failed
STATUS,counter,Max_statement_time_exceeded,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Mysqlx_aborted_clients,8,0,,,
STATUS,counter,Mysqlx_bytes_received,8,0,,,
STATUS,counter,Mysqlx_bytes_received_compressed_payload,8,0,,,
STATUS,counter,Mysqlx_bytes_received_uncompressed_frame,8,0,,,
STATUS,counter,Mysqlx_bytes_sent,8,0,,,
STATUS,counter,Mysqlx_bytes_sent_compressed_payload,8,0,,,
STATUS,counter,Mysqlx_bytes_sent_uncompressed_frame,8,0,,,
STATUS,counter,Mysqlx_connection_accept_errors,8,0,,,
STATUS,counter,Mysqlx_connections_accepted,8,0,,,
STATUS,counter,Mysqlx_connections_closed,8,0,,,
